Amount,AmountIncludingVAT,Description,DocumentNo,BilltoCustomerNo,Quantity,PostingDate,LocationCode,GSTAssessableValueLCY,InvDiscountAmount,ItemCategoryCode,no,billToName,billToCity,state
0.0,0.0,Shipment No. DS25-03653:,SINV25-04052,,0.0,2026-01-16,,0,0,,SINV25-04052,NITISH KUMAR,NEW DELHI,DL
92300.0,92300.0,3KW SP ON-GRID (DCR) SPG SMART SOLAR KIT,SINV25-04052,C000538,1.0,2026-01-16,FG,0,0,EPC PROJECT-DCR,SINV25-04052,NITISH KUMAR,NEW DELHI,DL
0.0,0.0,Shipment No. DS25-03649:,SINV25-04053,,0.0,2026-01-16,,0,0,,SINV25-04053,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
3894352.0,3894352.0,SOLAR PANEL 545 WP MONO HALF CUT NON DCR BIFACIAL,SINV25-04053,C000230,616.0,2026-01-16,FG,0,0,FG-SOLAR PANEL TB,SINV25-04053,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
0.0,0.0,Shipment No. DS25-03654:,SINV25-04054,,0.0,2026-01-17,,0,0,,SINV25-04054,OSWAL PUMPS LIMITED,KUTAIL,HR
2661120.0,2661120.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-04054,C000106,224.0,2026-01-17,FG,0,0,FG-SOLAR PANEL WB,SINV25-04054,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03655:,SINV25-04055,,0.0,2026-01-17,,0,0,,SINV25-04055,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04055,C000106,224.0,2026-01-17,FG,0,0,FG-SOLAR PANEL WB,SINV25-04055,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03656:,SINV25-04056,,0.0,2026-01-17,,0,0,,SINV25-04056,OSWAL PUMPS LIMITED,KUTAIL,HR
1663200.0,1663200.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-04056,C000106,140.0,2026-01-17,FG,0,0,FG-SOLAR PANEL WB,SINV25-04056,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03657:,SINV25-04057,,0.0,2026-01-17,,0,0,,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
56066.0,56066.0,SOLAR ON GRID TIE INVERTER 6.0 KW SINGLE MPPT 1 STR-1PH,SINV25-04057,C000519,2.0,2026-01-17,FG,0,0,ON GRID INVERTER,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,Shipment No. DS25-03658:,SINV25-04057,,0.0,2026-01-17,,0,0,,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
140000.0,140000.0,SOLAR ON GRID TIE INVERTER 3.4 KW SINGLE MPPT 1 STR-1PH,SINV25-04057,C000519,10.0,2026-01-17,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
99425.0,99425.0,SOLAR ON GRID TIE INVERTER 4.2 KW SINGLE MPPT 1 STR-1PH,SINV25-04057,C000519,5.0,2026-01-17,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
254140.0,254140.0,SOLAR ON GRID TIE INVERTER 5.4 KW SINGLE MPPT 1 STR-1PH,SINV25-04057,C000519,10.0,2026-01-17,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
84099.0,84099.0,SOLAR ON GRID TIE INVERTER 6.0 KW SINGLE MPPT 1 STR-1PH,SINV25-04057,C000519,3.0,2026-01-17,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,Shipment No. DS25-03659:,SINV25-04058,,0.0,2026-01-17,,0,0,,SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
385000.0,385000.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04058,C000418,56.0,2026-01-17,FG,0,0,FG-SOLAR PANEL TB,SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
338800.0,338800.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04058,C000418,28.0,2026-01-17,FG,0,0,FG-SOLAR PANEL TB,SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
697500.0,697500.0,SOLAR PANEL 500 WP MONO HALF CUT DCR BIFACIAL,SINV25-04058,C000418,62.0,2026-01-17,FG,0,0,FG-SOLAR PANEL TB,SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
0.0,0.0,Shipment No. DS25-03660:,SINV25-04058,,0.0,2026-01-17,,0,0,,SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
140000.0,140000.0,SOLAR ON GRID TIE INVERTER 3.4 KW SINGLE MPPT 1 STR-1PH,SINV25-04058,C000418,10.0,2026-01-17,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
0.0,0.0,LEAFLET,SINV25-04059,C000519,40.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,WRITING PAD,SINV25-04059,C000519,20.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,KEY RING,SINV25-04059,C000519,20.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,T-SHIRT,SINV25-04059,C000519,25.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,CAP,SINV25-04059,C000519,25.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,TEA COASTER,SINV25-04059,C000519,10.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,PEN,SINV25-04059,C000519,100.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,DAIRY,SINV25-04059,C000519,10.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,THAILA,SINV25-04059,C000519,20.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,CATALOGUE,SINV25-04059,C000519,40.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
0.0,0.0,LEAFLET,SINV25-04060,C000316,40.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,WRITING PAD,SINV25-04060,C000316,20.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,KEY RING,SINV25-04060,C000316,20.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,T-SHIRT,SINV25-04060,C000316,25.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,CAP,SINV25-04060,C000316,25.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,TEA COASTER,SINV25-04060,C000316,10.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,PEN,SINV25-04060,C000316,100.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,DAIRY,SINV25-04060,C000316,10.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,THAILA,SINV25-04060,C000316,20.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,CATALOGUE,SINV25-04060,C000316,40.0,2026-01-17,MAIN STORE,0,0,ADVRTISMNT,SINV25-04060,SK SOLAR,JAIPUR,RJ
0.0,0.0,Shipment No. DS25-03661:,SINV25-04061,,0.0,2026-01-17,,0,0,,SINV25-04061,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
3894352.0,3894352.0,SOLAR PANEL 545 WP MONO HALF CUT NON DCR BIFACIAL,SINV25-04061,C000230,616.0,2026-01-17,FG,0,0,FG-SOLAR PANEL TB,SINV25-04061,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
0.0,0.0,Shipment No. DS25-03662:,SINV25-04062,,0.0,2026-01-19,,0,0,,SINV25-04062,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04062,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04062,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03663:,SINV25-04063,,0.0,2026-01-19,,0,0,,SINV25-04063,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04063,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04063,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03664:,SINV25-04064,,0.0,2026-01-19,,0,0,,SINV25-04064,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04064,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04064,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03665:,SINV25-04065,,0.0,2026-01-19,,0,0,,SINV25-04065,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04065,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04065,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03666:,SINV25-04066,,0.0,2026-01-19,,0,0,,SINV25-04066,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04066,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04066,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03667:,SINV25-04067,,0.0,2026-01-19,,0,0,,SINV25-04067,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04067,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04067,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03668:,SINV25-04068,,0.0,2026-01-19,,0,0,,SINV25-04068,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04068,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04068,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03669:,SINV25-04069,,0.0,2026-01-19,,0,0,,SINV25-04069,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04069,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04069,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03670:,SINV25-04070,,0.0,2026-01-19,,0,0,,SINV25-04070,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04070,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04070,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03671:,SINV25-04071,,0.0,2026-01-19,,0,0,,SINV25-04071,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04071,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04071,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03673:,SINV25-04072,,0.0,2026-01-19,,0,0,,SINV25-04072,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04072,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04072,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03672:,SINV25-04073,,0.0,2026-01-19,,0,0,,SINV25-04073,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04073,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04073,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03674:,SINV25-04074,,0.0,2026-01-19,,0,0,,SINV25-04074,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04074,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04074,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03675:,SINV25-04075,,0.0,2026-01-19,,0,0,,SINV25-04075,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04075,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04075,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03676:,SINV25-04076,,0.0,2026-01-19,,0,0,,SINV25-04076,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04076,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04076,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03677:,SINV25-04077,,0.0,2026-01-19,,0,0,,SINV25-04077,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04077,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04077,OSWAL PUMPS LIMITED,KUTAIL,HR
390.0,390.0,WHITE ( FOAM) SCRAP,SINV25-04078,C000485,130.0,2026-01-19,SCRAP,0,0,SCRAP,SINV25-04078,RADHE KRISHNA TRADERS,Karnal,HR
0.0,0.0,Shipment No. DS25-03678:,SINV25-04079,,0.0,2026-01-19,,0,0,,SINV25-04079,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04079,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04079,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03679:,SINV25-04080,,0.0,2026-01-19,,0,0,,SINV25-04080,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04080,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04080,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03684:,SINV25-04081,,0.0,2026-01-19,FG,0,0,,SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
200200.0,200200.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04081,C000263,28.0,2026-01-19,FG,0,0,FG-SOLAR PANEL TB,SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
434350.0,434350.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04081,C000263,28.0,2026-01-19,FG,0,0,FG-SOLAR PANEL TB,SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
0.0,0.0,Shipment No. DS25-03685:,SINV25-04081,,0.0,2026-01-19,FG,0,0,,SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
84000.0,84000.0,SOLAR ON GRID TIE INVERTER 3.0 KW SINGLE MPPT 1 STR-1PH,SINV25-04081,C000263,6.0,2026-01-19,FG,0,0,ON GRID INVERTER,SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
152484.0,152484.0,SOLAR ON GRID TIE INVERTER 5.4 KW SINGLE MPPT 1 STR-1PH,SINV25-04081,C000263,6.0,2026-01-19,FG,0,0,ON GRID INVERTER,SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
0.0,0.0,Shipment No. DS25-03680:,SINV25-04082,,0.0,2026-01-19,,0,0,,SINV25-04082,OSWAL PUMPS LIMITED,KUTAIL,HR
960960.0,960960.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04082,C000106,84.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04082,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03681:,SINV25-04083,,0.0,2026-01-19,,0,0,,SINV25-04083,OSWAL PUMPS LIMITED,KUTAIL,HR
2242240.0,2242240.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04083,C000106,196.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04083,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03682:,SINV25-04084,,0.0,2026-01-19,,0,0,,SINV25-04084,OSWAL PUMPS LIMITED,KUTAIL,HR
2661120.0,2661120.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-04084,C000106,224.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04084,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03686:,SINV25-04085,,0.0,2026-01-19,,0,0,,SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
434000.0,434000.0,SOLAR ON GRID TIE INVERTER 3.4 KW SINGLE MPPT 1 STR-1PH,SINV25-04085,C000399,31.0,2026-01-19,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,Shipment No. DS25-03687:,SINV25-04085,,0.0,2026-01-19,,0,0,,SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
1674750.0,1674750.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04085,C000399,140.0,2026-01-19,FG,0,0,FG-SOLAR PANEL TB,SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,Shipment No. DS25-03688:,SINV25-04085,,0.0,2026-01-19,,0,0,,SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
2344650.0,2344650.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04085,C000399,196.0,2026-01-19,WH-KUTAIL,0,0,FG-SOLAR PANEL TB,SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,Shipment No. DS25-03683:,SINV25-04086,,0.0,2026-01-19,,0,0,,SINV25-04086,OSWAL PUMPS LIMITED,KUTAIL,HR
1330560.0,1330560.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-04086,C000106,112.0,2026-01-19,FG,0,0,FG-SOLAR PANEL WB,SINV25-04086,OSWAL PUMPS LIMITED,KUTAIL,HR
684600.0,684600.0,OTHER INCOME,SINV25-04087,C000539,42.0,2026-01-19,FG,0,0,,SINV25-04087,WALSO SOLAR SOLUTION PVT. LTD.,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03689:,SINV25-04088,,0.0,2026-01-20,,0,0,,SINV25-04088,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04088,C000106,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL WB,SINV25-04088,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03690:,SINV25-04089,,0.0,2026-01-20,,0,0,,SINV25-04089,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04089,C000106,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL WB,SINV25-04089,OSWAL PUMPS LIMITED,KUTAIL,HR
4350.0,4350.0,BROKEN GLASS SCRAP,SINV25-04090,C000485,1740.0,2026-01-20,SCRAP,0,0,SCRAP,SINV25-04090,RADHE KRISHNA TRADERS,Karnal,HR
2700.0,2700.0,PLASTIC STRAP,SINV25-04090,C000485,180.0,2026-01-20,SCRAP,0,0,SCRAP,SINV25-04090,RADHE KRISHNA TRADERS,Karnal,HR
0.0,0.0,Shipment No. DS25-03691:,SINV25-04091,,0.0,2026-01-20,,0,0,,SINV25-04091,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04091,C000106,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL WB,SINV25-04091,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03692:,SINV25-04092,,0.0,2026-01-20,,0,0,,SINV25-04092,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04092,C000106,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL WB,SINV25-04092,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03697:,SINV25-04093,,0.0,2026-01-20,FG,0,0,,SINV25-04093,UJJALA SOLAR CORPORATION,HISAR,HR
381920.0,381920.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04093,C000515,56.0,2026-01-20,FG,0,0,FG-SOLAR PANEL TB,SINV25-04093,UJJALA SOLAR CORPORATION,HISAR,HR
2648800.0,2648800.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04093,C000515,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL TB,SINV25-04093,UJJALA SOLAR CORPORATION,HISAR,HR
0.0,0.0,Shipment No. DS25-03696:,SINV25-04094,,0.0,2026-01-20,FG,0,0,,SINV25-04094,BHATIWAL SOLAR POWER SYSTEM,ABOHAR,PB
1099560.0,1099560.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04094,C000379,168.0,2026-01-20,FG,0,0,FG-SOLAR PANEL TB,SINV25-04094,BHATIWAL SOLAR POWER SYSTEM,ABOHAR,PB
0.0,0.0,Shipment No. DS25-03698:,SINV25-04095,,0.0,2026-01-20,FG,0,0,,SINV25-04095,SUN POWER SOLAR ENERGY,KANINA,HR
190960.0,190960.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04095,C000141,28.0,2026-01-20,FG,0,0,FG-SOLAR PANEL TB,SINV25-04095,SUN POWER SOLAR ENERGY,KANINA,HR
993300.0,993300.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04095,C000141,84.0,2026-01-20,FG,0,0,FG-SOLAR PANEL TB,SINV25-04095,SUN POWER SOLAR ENERGY,KANINA,HR
0.0,0.0,Shipment No. DS25-03693:,SINV25-04096,,0.0,2026-01-20,,0,0,,SINV25-04096,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04096,C000106,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL WB,SINV25-04096,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03695:,SINV25-04097,,0.0,2026-01-20,FG,0,0,,SINV25-04097,LALA MELI RAM AND SONS,NARWANA,HR
381920.0,381920.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04097,C000087,56.0,2026-01-20,FG,0,0,FG-SOLAR PANEL TB,SINV25-04097,LALA MELI RAM AND SONS,NARWANA,HR
0.0,0.0,Shipment No. DS25-03694:,SINV25-04098,,0.0,2026-01-20,,0,0,,SINV25-04098,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04098,C000106,224.0,2026-01-20,FG,0,0,FG-SOLAR PANEL WB,SINV25-04098,OSWAL PUMPS LIMITED,KUTAIL,HR
36600.0,36600.0,CARD BOARD,SINV25-04099,C000543,2440.0,2026-01-20,SCRAP,0,0,SCRAP,SINV25-04099,J K INDUSTRIES,ALWAR,RJ
0.0,0.0,LEAFLET,SINV25-04100,C000399,40.0,2026-01-20,MAIN STORE,0,0,ADVRTISMNT,SINV25-04100,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,WRITING PAD,SINV25-04100,C000399,20.0,2026-01-20,MAIN STORE,0,0,ADVRTISMNT,SINV25-04100,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,KEY RING,SINV25-04100,C000399,20.0,2026-01-20,MAIN STORE,0,0,ADVRTISMNT,SINV25-04100,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,T-SHIRT,SINV25-04100,C000399,25.0,2026-01-20,MAIN STORE,0,0,ADVRTISMNT,SINV25-04100,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,CAP,SINV25-04100,C000399,25.0,2026-01-20,MAIN STORE,0,0,ADVRTISMNT,SINV25-04100,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
